stories_id,publish_date,title,url,language,ap_syndicated,story_date_guess_method,story_extractor_version,story_geocoder_version,story_nyt_themes_version,media_id,media_name,media_url,media_pub_country,media_pub_state,media_language,media_about_country,media_media_type
822981992,"2018-03-14 17:27:57","Former Kentucky great Valerie Still has autobiography coming out soon","http://www.kentucky.com/sports/college/kentucky-sports/uk-basketball-women/jen-smith-on-basketball/article205186464.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
823023345,"2018-03-14 18:30:07","Spotlight on green news & views: Musk's idea on public transit; children's climate case revs up","http://www.dailykos.com/stories/1748112","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",115,"Daily Kos","http://www.dailykos.com","United States",,"English","United States","Digital Native"
823021089,"2018-03-14 18:27:29","Villanova's freshmen ready for their first taste of March Madness","http://www.philly.com/r?19=961&43=168371&44=476876253&32=3796&7=195227&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fsports%2Fcolleges%2Fvillanova%2Fvillanovas-freshmen-ready-for-their-first-taste-of-march-madness-20180314.html","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",18,"Philadelphia Inquirer","http://www.philly.com/inquirer/",,,"English","United States",
823028655,"2018-03-14 18:27:32","Ryan Zinke Worries Wind Turbines Kill Birds. His Agency Just Made It Easier.","https://www.huffingtonpost.com/entry/ryan-zinke-birds-wind-energy_us_5aa94e76e4b0f4aaa112e237","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",27502,"Huffington Post","http://www.huffingtonpost.com/#","United States",,"English","United States",
823131343,"2018-03-14 19:50:57","Davidson won’t upset Kentucky, though plenty believe it could","http://www.kentucky.com/sports/spt-columns-blogs/john-clay/article205223954.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
823410091,"2018-03-15 05:52:53","On to the next round: Syracuse outlasts Arizona State","http://www.kentucky.com/sports/article205255919.html#storylink=rss","en",True,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
823460975,"2018-03-15 06:30:23","Platypus Milk: Antibiotic Resistance Weapon May Lie in Animal's 'Weird Biochemistry'","http://www.newsweek.com/platypus-monotreme-milk-protein-845949","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",56510,"Newsweek","http://newsweek.com/","United States",,"English","none","Digital Native"
823586988,"2018-03-15 09:09:00","Noel Gallagher On World Cafe","https://www.npr.org/sections/world-cafe/2018/03/15/593476549/noel-gallagher-on-world-cafe?utm_medium=RSS&utm_campaign=music","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",1096,"NPR","http://www.npr.org/","United States",,"English","United States","Video Broadcast"
823747541,"2018-03-15 10:53:25","Tiny Robot Arm Made With Origami Can Hold the Weight of Three Cats","http://www.newsweek.com/tiny-robot-arm-made-origami-can-hold-weight-three-cats-846137","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",56510,"Newsweek","http://newsweek.com/","United States",,"English","none","Digital Native"
823759724,"2018-03-15 10:40:17","Jordan Klepper Ruins Fox News’ Latest Slogan","https://www.huffingtonpost.com/entry/jordan-klepper-fox-news-slogan_us_5aaa741ee4b0004c0407ef8a","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",27502,"Huffington Post","http://www.huffingtonpost.com/#","United States",,"English","United States",
823839867,"2018-03-15 13:39:12","Thailand Fights Deadly Rabies Outbreak With Rush to Vaccinate 10 Million Animals","http://www.newsweek.com/thailand-fights-deadly-rabies-outbreak-rushing-vaccinate-10-million-animals-846149","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",56510,"Newsweek","http://newsweek.com/","United States",,"English","none","Digital Native"
